,rel,train_step,solver_step
0,0.26960375905036926,46000,0
1,0.08783797174692154,46000,1
2,0.025485854595899582,46000,2
3,0.0070856548845767975,46000,3
4,0.0019199512898921967,46000,4
5,0.0006488134386017919,46000,5
6,0.0001765511988196522,46000,6
7,6.310817843768746e-05,46000,7
8,2.0084828065591864e-05,46000,8
9,2.0084828065591864e-05,46000,9
10,2.0084828065591864e-05,46000,10
11,2.0084828065591864e-05,46000,11
0,0.25945091247558594,47000,0
1,0.08745808899402618,47000,1
2,0.025766810402274132,47000,2
3,0.008913393132388592,47000,3
4,0.00216872151941061,47000,4
5,0.0007344810874201357,47000,5
6,0.00023575422528665513,47000,6
7,8.477651135763153e-05,47000,7
8,3.116402876912616e-05,47000,8
9,1.0701045539462939e-05,47000,9
10,1.0701045539462939e-05,47000,10
11,1.0701045539462939e-05,47000,11
0,0.2567134201526642,48000,0
1,0.08499779552221298,48000,1
2,0.02545997127890587,48000,2
3,0.00726477662101388,48000,3
4,0.002236726926639676,48000,4
5,0.0007944561075419188,48000,5
6,0.0002519878325983882,48000,6
7,8.921469270717353e-05,48000,7
8,3.121784175164066e-05,48000,8
9,1.1797380466305185e-05,48000,9
10,4.50485367764486e-06,48000,10
11,4.50485367764486e-06,48000,11
0,0.2623676657676697,49000,0
1,0.08787791430950165,49000,1
2,0.026694519445300102,49000,2
3,0.007420769892632961,49000,3
4,0.002275227103382349,49000,4
5,0.0008163729216903448,49000,5
6,0.00025043744244612753,49000,6
7,9.164441144093871e-05,49000,7
8,3.255108094890602e-05,49000,8
9,1.2482034435379319e-05,49000,9
10,1.2390009032969829e-05,49000,10
11,1.2390009032969829e-05,49000,11
0,0.2627764642238617,50000,0
1,0.08578291535377502,50000,1
2,0.02498743124306202,50000,2
3,0.006596453487873077,50000,3
4,0.0021140058524906635,50000,4
5,0.0007373189437203109,50000,5
6,0.0002340879727853462,50000,6
7,8.548110054107383e-05,50000,7
8,3.230546280974522e-05,50000,8
9,1.1653449291770812e-05,50000,9
10,1.1653449291770812e-05,50000,10
11,1.1653449291770812e-05,50000,11
0,0.25766584277153015,51000,0
1,0.0848795548081398,51000,1
2,0.02442360483109951,51000,2
3,0.00614879559725523,51000,3
4,0.0018925818149000406,51000,4
5,0.0006452581728808582,51000,5
6,0.00019818216969724745,51000,6
7,7.003227074164897e-05,51000,7
8,2.433274858049117e-05,51000,8
9,8.307463758683298e-06,51000,9
10,8.307463758683298e-06,51000,10
11,8.307463758683298e-06,51000,11
0,0.25933510065078735,52000,0
1,0.0852000042796135,52000,1
2,0.025131015107035637,52000,2
3,0.007984950207173824,52000,3
4,0.0019865345675498247,52000,4
5,0.0006618092302232981,52000,5
6,0.00019894314755219966,52000,6
7,7.091030420269817e-05,52000,7
8,2.3031403543427587e-05,52000,8
9,8.12660528026754e-06,52000,9
10,8.12660528026754e-06,52000,10
11,8.12660528026754e-06,52000,11
0,0.26601484417915344,53000,0
1,0.0858355164527893,53000,1
2,0.0254015251994133,53000,2
3,0.007281124591827393,53000,3
4,0.0019042236963286996,53000,4
5,0.0006638040067628026,53000,5
6,0.00018631707644090056,53000,6
7,6.701214442728087e-05,53000,7
8,2.2656669898424298e-05,53000,8
9,8.131716640491504e-06,53000,9
10,8.131716640491504e-06,53000,10
11,8.131716640491504e-06,53000,11
0,0.26001447439193726,54000,0
1,0.08523766696453094,54000,1
2,0.02594524435698986,54000,2
3,0.007957580499351025,54000,3
4,0.0021537092979997396,54000,4
5,0.0007304070750251412,54000,5
6,0.00019980296201538295,54000,6
7,7.33652341295965e-05,54000,7
8,2.478416354279034e-05,54000,8
9,9.140572728938423e-06,54000,9
10,9.140572728938423e-06,54000,10
11,9.140572728938423e-06,54000,11
0,0.2587330639362335,55000,0
1,0.08630654960870743,55000,1
2,0.02468961849808693,55000,2
3,0.006646146532148123,55000,3
4,0.0019322964362800121,55000,4
5,0.0006565027870237827,55000,5
6,0.00019384162442293018,55000,6
7,6.42435988993384e-05,55000,7
8,2.122900878021028e-05,55000,8
9,2.122900878021028e-05,55000,9
10,2.122900878021028e-05,55000,10
11,2.122900878021028e-05,55000,11
0,0.26289546489715576,56000,0
1,0.08555062115192413,56000,1
2,0.026019034907221794,56000,2
3,0.007478365208953619,56000,3
4,0.0021571496035903692,56000,4
5,0.0009692380554042757,56000,5
6,0.0003256482887081802,56000,6
7,0.00010034861043095589,56000,7
8,3.484816988930106e-05,56000,8
9,1.2737926226691343e-05,56000,9
10,4.6790792112005875e-06,56000,10
11,4.636272024072241e-06,56000,11
0,0.2543008029460907,57000,0
1,0.08313030749559402,57000,1
2,0.023851733654737473,57000,2
3,0.005875943228602409,57000,3
4,0.001891658059321344,57000,4
5,0.0006227955454960465,57000,5
6,0.00019479241746012121,57000,6
7,7.079928036546335e-05,57000,7
8,2.6722827897174284e-05,57000,8
9,9.570543625159189e-06,57000,9
10,9.570543625159189e-06,57000,10
11,9.570543625159189e-06,57000,11
0,0.2597932517528534,58000,0
1,0.08570130169391632,58000,1
2,0.025454813614487648,58000,2
3,0.006912502460181713,58000,3
4,0.0020365340169519186,58000,4
5,0.0006854823441244662,58000,5
6,0.00020456657512113452,58000,6
7,7.553493196610361e-05,58000,7
8,2.7637130187940784e-05,58000,8
9,9.88222654996207e-06,58000,9
10,9.88222654996207e-06,58000,10
11,9.88222654996207e-06,58000,11
0,0.2562323808670044,59000,0
1,0.08620864897966385,59000,1
2,0.02589084766805172,59000,2
3,0.0062475441955029964,59000,3
4,0.0020473019685596228,59000,4
5,0.0006434598471969366,59000,5
6,0.00022129810531623662,59000,6
7,7.92659557191655e-05,59000,7
8,2.8456226573325694e-05,59000,8
9,9.996511835197452e-06,59000,9
10,9.996511835197452e-06,59000,10
11,9.996511835197452e-06,59000,11
0,0.26819971203804016,60000,0
1,0.0892820656299591,60000,1
2,0.02586873434484005,60000,2
3,0.006979724392294884,60000,3
4,0.002111058449372649,60000,4
5,0.0007255199016071856,60000,5
6,0.00022380793234333396,60000,6
7,7.833998824935406e-05,60000,7
8,3.0100080039119348e-05,60000,8
9,1.2008224985038396e-05,60000,9
10,3.960093636123929e-06,60000,10
11,3.960093636123929e-06,60000,11
0,0.2627362310886383,61000,0
1,0.08921219408512115,61000,1
2,0.0266779325902462,61000,2
3,0.006668343674391508,61000,3
4,0.002052535302937031,61000,4
5,0.0006562965572811663,61000,5
6,0.00020237884018570185,61000,6
7,6.81761302985251e-05,61000,7
8,2.3886141207185574e-05,61000,8
9,8.352877557626925e-06,61000,9
10,3.010065483977087e-06,61000,10
11,3.010065483977087e-06,61000,11
0,0.2681383490562439,62000,0
1,0.09252969175577164,62000,1
2,0.028365902602672577,62000,2
3,0.008000812493264675,62000,3
4,0.002476620953530073,62000,4
5,0.0008345808018930256,62000,5
6,0.00024045880127232522,62000,6
7,8.540099952369928e-05,62000,7
8,3.01397612929577e-05,62000,8
9,1.1541554158611689e-05,62000,9
10,1.1541554158611689e-05,62000,10
11,1.1541554158611689e-05,62000,11
0,0.26753556728363037,63000,0
1,0.08742494881153107,63000,1
2,0.025431258603930473,63000,2
3,0.006949368864297867,63000,3
4,0.002121771452948451,63000,4
5,0.0006946205394342542,63000,5
6,0.00020726378716062754,63000,6
7,7.269190246006474e-05,63000,7
8,2.5292118152719922e-05,63000,8
9,9.992834748118185e-06,63000,9
10,3.1587389912601793e-06,63000,10
11,3.1587389912601793e-06,63000,11
0,0.2595037817955017,64000,0
1,0.08621000498533249,64000,1
2,0.025659028440713882,64000,2
3,0.006771802436560392,64000,3
4,0.0020833213347941637,64000,4
5,0.0006824085139669478,64000,5
6,0.00020804230007342994,64000,6
7,7.617348455823958e-05,64000,7
8,2.656778451637365e-05,64000,8
9,9.526162102702074e-06,64000,9
10,9.526162102702074e-06,64000,10
11,9.526162102702074e-06,64000,11
0,0.261743426322937,65000,0
1,0.09084713459014893,65000,1
2,0.0370350256562233,65000,2
3,0.009701710194349289,65000,3
4,0.0032292644027620554,65000,4
5,0.0012360713444650173,65000,5
6,0.0005747739342041314,65000,6
7,0.0002090112684527412,65000,7
8,9.21997198020108e-05,65000,8
9,3.754385397769511e-05,65000,9
10,3.20572144119069e-05,65000,10
11,2.5044289941433817e-05,65000,11
0,0.26994892954826355,66000,0
1,0.09119579195976257,66000,1
2,0.026487279683351517,66000,2
3,0.006391061469912529,66000,3
4,0.0020333807915449142,66000,4
5,0.0007078415947034955,66000,5
6,0.00023655722907278687,66000,6
7,8.102112769847736e-05,66000,7
8,2.7961668820353225e-05,66000,8
9,1.0398523954791017e-05,66000,9
10,3.7774693737446796e-06,66000,10
11,3.7774693737446796e-06,66000,11
0,0.26769956946372986,67000,0
1,0.09217670559883118,67000,1
2,0.027501821517944336,67000,2
3,0.007840641774237156,67000,3
4,0.0024373014457523823,67000,4
5,0.0008109790505841374,67000,5
6,0.00025302922585979104,67000,6
7,9.261608647648245e-05,67000,7
8,3.528126762830652e-05,67000,8
