,force_pred_min,force_pred_max,best_val_f_mae,_timestamp,energy_target_std,rel_fixed_point_error_train,energy_pred_max,energy_target_mean,time_val,scaled_force_loss,time_forward_total_val,n_fsolver_steps_val,energy_pred_std,energy_target_min,rel64_fixed_point_error_traj_train,time_train_per_epoch,f_steps_to_fixed_point_val,time_per_epoch,train_f_mae,abs_fixed_point_error_train,val_e_mae,force_pred_std,scaled_energy_loss,epoch,_step,force_target_mean,force_pred_mean,_runtime,val_f_mae,force_target_max,energy_target_max,abs64_fixed_point_error_traj_train,train_loss_f,train_e_mae,best_test_e_mae,abs_fixed_point_error_traj_train,train_loss_e,idx_train,rel_fixed_point_error_traj_train,abs64_fixed_point_error_traj_val,abs_fixed_point_error_val,train_loss,rel64_fixed_point_error_traj_val,grad_norm,rel_fixed_point_error_val,best_val_e_mae,start_epoch,energy_pred_min,best_test_f_mae,force_target_min,f_steps_to_fixed_point_train,energy_pred_mean,idx_val,time_train,force_target_std,abs_fixed_point_error_traj_val,time_forward_per_batch_val,lr,avg_n_fsolver_steps_val,rel_fixed_point_error_traj_val,idx_test
0,,,,1716344132.537347,,,,,,,,,,,,,,,,,,,,,0,,,2.9522039890289307,,,,,,,,,,"{'_type': 'histogram', 'values': [37, 28, 29, 43, 32, 33, 25, 30, 34, 33, 28, 26, 24, 24, 22, 33, 30, 34, 28, 24, 27, 19, 33, 39, 26, 31, 33, 41, 26, 21, 26, 31], 'packedBins': {'min': 196, 'size': 6604.6875, 'count': 32}}",,,,,,,,,,,,,,,"{'values': [4, 1, 1, 2, 1, 3, 1, 0, 2, 0, 1, 2, 2, 5, 2, 2, 0, 0, 2, 1, 0, 1, 4, 0, 3, 0, 3, 0, 1, 2, 0, 4], 'packedBins': {'size': 6180.53125, 'count': 32, 'min': 8392}, '_type': 'histogram'}",,,,,,,,"{'packedBins': {'count': 32, 'min': 37, 'size': 31.21875}, '_type': 'histogram', 'values': [32, 31, 31, 31, 32, 31, 31, 31, 31, 32, 31, 31, 31, 32, 31, 31, 31, 31, 32, 31, 31, 31, 32, 31, 31, 31, 31, 32, 31, 31, 31, 32]}"
1,-12.80369758605957,30.309539794921875,,1716344143.4384623,0.8744601607322693,,1.5709854364395142,0.7007527351379395,,0.137475848197937,,,0.873452365398407,-0.1461028903722763,"[0.32676370683267975, 0.11119603579349548, 0.040781123977036156, 0.01199669515900655, 0.003410928225851518, 0.0009531713487211494, 0.00032150471545938837, 0.00010143070244471818, 3.562569710262607e-05, 1.2264220621846853e-05]",,,,,,,4.7724714279174805,0.0019966978579759598,999.0,237000,1.8922110101016187e-08,1.1920929864572827e-05,13.85331916809082,,30.309738159179688,1.5692532062530518,"[7.109742543578401, 2.2615660656727616, 0.8644136209364023, 0.25385155145611726, 0.07031396151691188, 0.019437160332382148, 0.006472459710514661, 0.0020553650853781776, 0.0007166203970656077, 0.00024585195322367567]",,,,"[7.109742164611816, 2.261566162109375, 0.8644136786460876, 0.2538515627384186, 0.070313960313797, 0.019437160342931747, 0.006472459994256496, 0.00205536512658, 0.0007166204741224647, 0.0002458519593346864, 0.0002458519593346864, 0.0002458519593346864]",,,"[0.32676368951797485, 0.11119603365659714, 0.04078112542629242, 0.011996694840490818, 0.0034109284169971943, 0.0009531714022159576, 0.0003215047181583941, 0.00010143069812329486, 3.562569690984674e-05, 1.2264221368241124e-05, 1.2264221368241124e-05, 1.2264221368241124e-05]",,,0.13947254419326782,,233.19772338867188,,,999.0,-0.14273516833782196,,-12.806997299194336,,0.7027494311332703,,,4.772401809692383,,,,,,
2,-15.841245651245117,15.026399612426758,,1716344143.9402082,0.7666046023368835,,0.9637807011604309,0.15827810764312744,,0.13391971588134766,,,0.7690391540527344,-0.4978320598602295,"[0.32618630217819733, 0.11108317254637491, 0.038700151157495144, 0.012979341219113922, 0.003664609709402053, 0.0009650034865101873, 0.00029344782207049264, 9.942818700158111e-05, 3.3062103072576125e-05, 1.1486534897588799e-05]",,,,,,,4.5184712409973145,0.002133481204509735,,237001,-2.2706533542304896e-08,-4.8130281356861815e-05,14.355065107345581,,15.026567459106445,0.9577855467796326,"[7.0989451026051595, 2.271898794630964, 0.8189755942685503, 0.27703610242011684, 0.0752992252812696, 0.019871036045227167, 0.006096023909612876, 0.002030952926385251, 0.0006741558059389331, 0.00023369341379495185]",,,,"[7.098945617675781, 2.2718985080718994, 0.8189756274223328, 0.2770361006259918, 0.0752992257475853, 0.01987103745341301, 0.006096024066209793, 0.0020309530664235353, 0.0006741558318026364, 0.00023369341215584427, 0.00023369341215584427, 0.00023369341215584427]",,,"[0.32618632912635803, 0.11108317226171494, 0.038700152188539505, 0.012979339808225632, 0.0036646092776209116, 0.0009650034480728209, 0.0002934478397946805, 9.942818724084646e-05, 3.306210055598058e-05, 1.1486535186122637e-05, 1.1486535186122637e-05, 1.1486535186122637e-05]",,,,,120.64427947998047,,,,-0.49851194024086,,-15.839130401611328,,0.16007164120674133,,,4.518445014953613,,,,,,
3,-19.713056564331055,22.84079360961914,,1716344144.3891795,1.5132427215576172,,2.4345169067382812,0.9117903113365173,,0.20207838714122772,,,1.5087660551071167,-1.0984772443771362,"[0.32314403820493603, 0.11284446375776759, 0.0400241888678893, 0.012594517291778136, 0.0035502924985651913, 0.0010141061525272708, 0.0003066401751846649, 0.0001101728085656799, 3.862211011701451e-05, 1.2991965990848043e-05, 4.909203077552868e-06]",,,,,,,5.873284816741943,0.008554622530937195,,237002,1.1353266771152448e-08,4.772534884978086e-05,14.804036378860474,,22.837886810302734,2.4296369552612305,"[6.94627252888493, 2.2748927290368646, 0.8322619167068237, 0.2625194244935516, 0.07283459920897109, 0.020736982316872366, 0.006236773262872, 0.0022068975997033904, 0.0007662639271258098, 0.0002591983253778451, 9.959751542426153e-05]",,,,"[6.946273326873779, 2.274892568588257, 0.8322619795799255, 0.2625194191932678, 0.07283460348844528, 0.02073698304593563, 0.0062367734499275684, 0.0022068978287279606, 0.0007662639254704118, 0.0002591983356978744, 9.959751332644373e-05, 9.552684787195176e-05]",,,"[0.3231440484523773, 0.11284446716308594, 0.04002419114112854, 0.01259451825171709, 0.003550292458385229, 0.0010141062084585428, 0.00030664019868709147, 0.00011017281212843955, 3.862211087835021e-05, 1.2991967196285259e-05, 4.909203198621981e-06, 4.758710019814316e-06]",,,,,1086.3709716796875,,,,-1.083595871925354,,-19.70760726928711,,0.9203449487686157,,,5.872298717498779,,,,,,
4,-15.822148323059082,16.811676025390625,,1716344144.5499523,1.2277662754058838,,1.7967066764831543,0.30032259225845337,,0.11451134085655212,,,1.2286230325698853,-0.8387387990951538,"[0.32272322610187837, 0.10697018106696767, 0.036310366783100984, 0.012831683715332203, 0.0034300105443168393, 0.0008962674534143126, 0.0002817371828130333, 9.68209482324555e-05, 3.264818670407925e-05, 1.0530352413338968e-05]",,,,,,,5.433612823486328,0.001238301396369934,,237003,0.0,-7.675564847886562e-05,14.96480917930603,,16.812345504760742,1.7965244054794312,"[7.008360659417941, 2.17069531610777, 0.7719430151504877, 0.27825093811491763, 0.07136878359047301, 0.018751757553045135, 0.005929658898323284, 0.0019960391671627418, 0.0006744586914908653, 0.00021527768533497477]",,,,"[7.008361339569092, 2.1706953048706055, 0.7719430327415466, 0.27825096249580383, 0.07136878371238708, 0.018751757219433784, 0.005929659120738506, 0.0019960394129157066, 0.0006744587444700301, 0.0002152777014998719, 0.0002152777014998719, 0.0002152777014998719]",,,"[0.32272326946258545, 0.1069701761007309, 0.03631036728620529, 0.012831684201955795, 0.003430010285228491, 0.0008962674182839692, 0.0002817372151184827, 9.682094969321042e-05, 3.264818951720372e-05, 1.0530352483328898e-05, 1.0530352483328898e-05, 1.0530352483328898e-05]",,,,,473.135986328125,,,,-0.8414193987846375,,-15.81981086730957,,0.3002206087112427,,,5.4337358474731445,,,,,,
5,-16.657514572143555,15.565130233764648,,1716344144.710484,0.9754548668861389,,0.8616638779640198,-0.4450726807117462,,0.10144190490245819,,,0.9756640195846558,-1.2391688823699951,"[0.3285116000619879, 0.11103755833809244, 0.04050538116683566, 0.012873007374353828, 0.0035726489152300765, 0.001025422297949931, 0.0003051026231538086, 0.00010414284303966162, 3.4394482775904536e-05, 1.1558667551577575e-05]",,,,,,,4.616476058959961,0.0015992969274520874,,237004,-3.7844221090210795e-09,3.1509098334936425e-05,15.125340938568115,,15.567109107971191,0.8603836297988892,"[7.135797245358036, 2.255504870357791, 0.8574847461628418, 0.26757765984061266, 0.07423549423138423, 0.021164182181087877, 0.0062952809230144065, 0.0021396671180370945, 0.0006940402849865019, 0.00023540965434415903]",,,,"[7.135797500610352, 2.255505084991455, 0.857484757900238, 0.2675776481628418, 0.07423549890518188, 0.0211641825735569, 0.006295281462371349, 0.0021396672818809748, 0.0006940402672626078, 0.00023540965048596263, 0.00023540965048596263, 0.00023540965048596263]",,,"[0.3285115957260132, 0.11103757470846176, 0.04050538316369057, 0.012873005121946335, 0.0035726488567888737, 0.00102542235981673, 0.00030510264332406223, 0.00010414284042781219, 3.439448119024746e-05, 1.1558667210920248e-05, 1.1558667210920248e-05, 1.1558667210920248e-05]",,,,,514.66455078125,,,,-1.2406264543533325,,-16.660808563232422,,-0.44452154636383057,,,4.616692543029785,,,,,,
6,-16.364776611328125,12.207534790039062,,1716344144.870082,0.810093879699707,,0.9299272298812866,-0.10281313955783844,,0.11426013708114624,,,0.8102149963378906,-1.049776315689087,"[0.32920658350735876, 0.10993268892520089, 0.03843738860831108, 0.011846806067984746, 0.0033710102098556205, 0.0009015125299345464, 0.0002815073168266376, 9.245406978316459e-05, 3.0523990709227856e-05, 1.0480210747170333e-05]",,,,,,,4.653438091278076,0.0012572333216667175,,237005,1.5137688436084318e-08,-5.4344300224329345e-06,15.28493881225586,,12.209789276123047,0.9307295083999634,"[7.156191483335595, 2.227459653448783, 0.8178980968091661, 0.25039544434360567, 0.06932616378085849, 0.018499850963553485, 0.005821192495972148, 0.0018759142421744032, 0.000623957800003366, 0.0002157301374754018]",,,,"[7.156191825866699, 2.227459669113159, 0.8178980946540833, 0.25039544701576233, 0.06932616233825684, 0.01849985122680664, 0.005821193102747202, 0.0018759142840281129, 0.0006239578360691667, 0.0002157301496481523, 0.0002157301496481523, 0.0002157301496481523]",,,"[0.32920655608177185, 0.10993269830942154, 0.038437388837337494, 0.011846806854009628, 0.0033710103016346693, 0.0009015125688165426, 0.00028150732396170497, 9.245407272828743e-05, 3.0523988243658096e-05, 1.0480210221430752e-05, 1.0480210221430752e-05, 1.0480210221430752e-05]",,,,,406.92626953125,,,,-1.0508815050125122,,-16.367401123046875,,-0.10381767153739929,,,4.653621673583984,,,,,,
7,-11.395472526550293,16.043521881103516,,1716344145.0304952,0.44560760259628296,,0.14400921761989594,-0.2543272376060486,,0.12227670103311539,,,0.4447839558124542,-0.7629817128181458,"[0.3290342082614871, 0.11321344411249053, 0.03711859707044134, 0.014031953777932132, 0.003737708860032211, 0.0009636272603639436, 0.0002849549528515635, 9.311095856612077e-05, 3.159626159425126e-05, 1.0304750381527026e-05]",,,,,,,4.557796001434326,0.0019634589552879333,,237006,-3.7844221090210795e-09,8.779859490459785e-05,15.44535207748413,,16.044795989990234,0.1461028903722763,"[7.13342524593625, 2.3211425085069535, 0.7841112385189349, 0.29955769602501875, 0.07747907436648148, 0.020109656538988982, 0.0059922652335643945, 0.0019295390575577072, 0.0006509993668487325, 0.00021199063823651521]",,,,"[7.133425235748291, 2.3211424350738525, 0.7841113209724426, 0.2995576858520508, 0.07747907936573029, 0.02010965719819069, 0.005992264952510595, 0.0019295391393825412, 0.0006509993108920753, 0.00021199067123234272, 0.00021199067123234272, 0.00021199067123234272]",,,"[0.3290342092514038, 0.1132134422659874, 0.03711859881877899, 0.014031955040991306, 0.003737709019333124, 0.0009636273607611656, 0.00028495496371760964, 9.311096073361114e-05, 3.1596260669175535e-05, 1.0304750503564719e-05, 1.0304750503564719e-05, 1.0304750503564719e-05]",,,,,688.9092407226562,,,,-0.7648276686668396,,-11.396417617797852,,-0.25559720396995544,,,4.558108329772949,,,,,,
8,-14.98814868927002,16.809799194335938,,1716344145.2121785,1.3589054346084595,,1.3708317279815674,0.17045336961746216,,0.136067733168602,,,1.3602582216262817,-1.5097297430038452,"[0.33086885718079184, 0.1100440318674984, 0.03997302778827057, 0.01364589051516134, 0.0038289253248728005, 0.0010769840621236164, 0.0003599985408149243, 0.0001236647638330315, 4.9870027976594276e-05, 1.7586895117232584e-05, 6.695834743822807e-06, 2.382016603724535e-06]",,,,,,,5.121992588043213,0.0016318485140800476,,237007,-3.7844220202032375e-08,-7.42049451218918e-05,15.62703537940979,,16.813520431518555,1.3690381050109863,"[7.192359437952433, 2.2320859776527624, 0.8499330233018348, 0.28824125928373073, 0.07845183781674883, 0.022092287967571615, 0.007366932928238966, 0.002489287306665831, 0.0009995647838983222, 0.00036174243094787306, 0.00013760277643671648, 4.8853398971977446e-05]",,,,"[7.192359924316406, 2.232085943222046, 0.8499330282211304, 0.28824126720428467, 0.07845184206962585, 0.022092288359999657, 0.007366932928562164, 0.0024892871733754873, 0.0009995647706091404, 0.0003617424226831645, 0.0001376027794321999, 4.8853402404347435e-05]",,,"[0.3308688700199127, 0.11004402488470078, 0.039973028004169464, 0.013645890168845654, 0.0038289250805974007, 0.0010769841028377414, 0.00035999855026602745, 0.00012366476585157216, 4.98700283060316e-05, 1.7586895410204306e-05, 6.69583459966816e-06, 2.3820166461518966e-06]",,,,,616.4331665039062,,,,-1.5098482370376587,,-14.989409446716309,,0.170498788356781,,,5.122320175170898,,,,,,
9,-18.242202758789062,24.885419845581055,,1716344145.375271,1.1978485584259033,,1.6189669370651245,0.22185994684696198,,0.1214333176612854,,,1.1952625513076782,-0.9307295083999634,"[0.32892853427930213, 0.11036685123567853, 0.039650731448154945, 0.01274625355657647, 0.0035594019770058024, 0.0009827594391331744, 0.00033508117709525956, 0.00011481042387379703, 3.663437645687615e-05, 1.2480470693241034e-05]",,,,,,,5.186096668243408,0.003961548209190369,,237008,0.0,6.895217211422278e-06,15.790127992630005,,24.884807586669922,1.617954134941101,"[7.113710389593914, 2.2395577341968838, 0.8393357359766263, 0.2748482044661276, 0.07292377379255999, 0.020135050994180583, 0.00684376777740927, 0.002309496168058063, 0.0007351863587411339, 0.0002498904491339774]",,,,"[7.113709926605225, 2.2395577430725098, 0.8393357992172241, 0.27484822273254395, 0.07292377203702927, 0.020135050639510155, 0.006843768060207367, 0.002309496281668544, 0.0007351863896474242, 0.0002498904359526932, 0.0002498904359526932, 0.0002498904359526932]",,,"[0.32892853021621704, 0.11036685854196548, 0.03965073451399803, 0.012746253050863743, 0.0035594021901488304, 0.0009827595204114914, 0.00033508118940517306, 0.00011481043475214392, 3.6634377465816215e-05, 1.2480471013986971e-05, 1.2480471013986971e-05, 1.2480471013986971e-05]",,,,,402.2345275878906,,,,-0.923067033290863,,-18.248613357543945,,0.22582148015499115,,,5.186018943786621,,,,,,
