,abs,train_step,solver_step
0,1.2417656183242798,0,0
1,0.9252856373786926,0,1
2,0.9170058369636536,0,2
3,0.5088055729866028,0,3
4,0.33313024044036865,0,4
5,0.746159553527832,0,5
6,0.4361119270324707,0,6
7,0.34861135482788086,0,7
8,0.661909282207489,0,8
9,0.4033713638782501,0,9
10,0.42179182171821594,0,10
11,9.577686309814453,0,11
0,2.2125229835510254,1000,0
1,1.4232913255691528,1000,1
2,0.8649404644966125,1000,2
3,0.5351926684379578,1000,3
4,0.346771776676178,1000,4
5,0.17369084060192108,1000,5
6,1.0799838304519653,1000,6
7,1.0906580686569214,1000,7
8,0.8657588958740234,1000,8
9,4.308483123779297,1000,9
10,1.8785781860351562,1000,10
11,5.174137592315674,1000,11
0,2.8172073364257812,2000,0
1,1.6671534776687622,2000,1
2,0.9965892434120178,2000,2
3,1.162101149559021,2000,3
4,0.6442811489105225,2000,4
5,1.2106866836547852,2000,5
6,0.36763325333595276,2000,6
7,0.48527517914772034,2000,7
8,0.22927947342395782,2000,8
9,0.30817916989326477,2000,9
10,0.8541063070297241,2000,10
11,0.7790995240211487,2000,11
0,4.227393627166748,3000,0
1,2.08537220954895,3000,1
2,1.1110752820968628,3000,2
3,1.2487819194793701,3000,3
4,0.6513383388519287,3000,4
5,0.4918369650840759,3000,5
6,0.22475823760032654,3000,6
7,0.5243788957595825,3000,7
8,0.9125319123268127,3000,8
9,0.6702075004577637,3000,9
10,0.23136745393276215,3000,10
11,0.8792337775230408,3000,11
0,3.885788679122925,4000,0
1,1.4989382028579712,4000,1
2,0.4315510392189026,4000,2
3,1.6331921815872192,4000,3
4,1.1069570779800415,4000,4
5,4.405086517333984,4000,5
6,4.385704040527344,4000,6
7,7.822757720947266,4000,7
8,3.3495121002197266,4000,8
9,3.129451274871826,4000,9
10,1.84340238571167,4000,10
11,4.480019569396973,4000,11
0,3.409755229949951,5000,0
1,1.5114636421203613,5000,1
2,0.7431173324584961,5000,2
3,0.4775502383708954,5000,3
4,0.9368074536323547,5000,4
5,1.7855252027511597,5000,5
6,2.4614102840423584,5000,6
7,1.8955367803573608,5000,7
8,8.47823715209961,5000,8
9,1.4055415391921997,5000,9
10,2.1344830989837646,5000,10
11,1.3480048179626465,5000,11
0,4.042593002319336,6000,0
1,2.218595027923584,6000,1
2,1.4575130939483643,6000,2
3,0.9192702174186707,6000,3
4,0.37328431010246277,6000,4
5,0.18820369243621826,6000,5
6,0.5308350324630737,6000,6
7,0.8299766778945923,6000,7
8,0.7310355305671692,6000,8
9,13.420371055603027,6000,9
10,1.8988127708435059,6000,10
11,5.412442207336426,6000,11
0,3.96189022064209,7000,0
1,2.7919836044311523,7000,1
2,2.184335947036743,7000,2
3,2.076035976409912,7000,3
4,1.5848814249038696,7000,4
5,1.4711418151855469,7000,5
6,0.9755799770355225,7000,6
7,2.114328622817993,7000,7
8,3.2082600593566895,7000,8
9,1.6403343677520752,7000,9
10,2.729306697845459,7000,10
11,1.3215841054916382,7000,11
0,4.118863582611084,8000,0
1,1.7282938957214355,8000,1
2,0.7712400555610657,8000,2
3,0.33784401416778564,8000,3
4,0.8953588008880615,8000,4
5,0.9216190576553345,8000,5
6,1.122322916984558,8000,6
7,1.7689380645751953,8000,7
8,4.875596046447754,8000,8
9,1.306235432624817,8000,9
10,3.688964605331421,8000,10
11,1.878571629524231,8000,11
0,3.8326852321624756,9000,0
1,1.1010617017745972,9000,1
2,0.3473278880119324,9000,2
3,0.9684564471244812,9000,3
4,0.7000603675842285,9000,4
5,0.6903124451637268,9000,5
6,1.8832499980926514,9000,6
7,1.1656253337860107,9000,7
8,2.0837559700012207,9000,8
9,0.9322836995124817,9000,9
10,1.455133318901062,9000,10
11,3.662416696548462,9000,11
0,4.259049415588379,10000,0
1,2.1886587142944336,10000,1
2,3.142674207687378,10000,2
3,1.1967413425445557,10000,3
4,1.6927080154418945,10000,4
5,2.1025376319885254,10000,5
6,1.9670069217681885,10000,6
7,8.357820510864258,10000,7
8,22.863819122314453,10000,8
9,10.068608283996582,10000,9
10,4.660281658172607,10000,10
11,24.100297927856445,10000,11
0,4.274716377258301,11000,0
1,2.1793482303619385,11000,1
2,1.7723445892333984,11000,2
3,2.5094809532165527,11000,3
4,1.7366478443145752,11000,4
5,30.358842849731445,11000,5
6,3.551570415496826,11000,6
7,16.64757537841797,11000,7
8,24.41790008544922,11000,8
9,12.016515731811523,11000,9
10,19.99609375,11000,10
11,27.273408889770508,11000,11
0,4.097506523132324,12000,0
1,1.1914159059524536,12000,1
2,1.0092737674713135,12000,2
3,1.9943791627883911,12000,3
4,1.5272506475448608,12000,4
5,5.151173114776611,12000,5
6,3.0329430103302,12000,6
7,1.8673005104064941,12000,7
8,1.6388646364212036,12000,8
9,3.673578977584839,12000,9
10,2.07694935798645,12000,10
11,1.0680240392684937,12000,11
0,3.8852593898773193,13000,0
1,1.8385066986083984,13000,1
2,1.633004903793335,13000,2
3,1.626478910446167,13000,3
4,1.5231585502624512,13000,4
5,3.250793218612671,13000,5
6,3.3949716091156006,13000,6
7,9.082658767700195,13000,7
8,5.382291793823242,13000,8
9,5.858530044555664,13000,9
10,5.1957106590271,13000,10
11,17.070499420166016,13000,11
0,4.11591911315918,14000,0
1,1.9346553087234497,14000,1
2,0.9592000246047974,14000,2
3,0.6082743406295776,14000,3
4,0.7975326180458069,14000,4
5,0.9145874977111816,14000,5
6,1.2536473274230957,14000,6
7,0.7416375875473022,14000,7
8,0.9605466723442078,14000,8
9,1.7850698232650757,14000,9
10,1.1861571073532104,14000,10
11,1.063796877861023,14000,11
0,4.129302501678467,15000,0
1,1.508473515510559,15000,1
2,2.0904102325439453,15000,2
3,12.229941368103027,15000,3
4,4.205167770385742,15000,4
5,99.33984375,15000,5
6,4.501998424530029,15000,6
7,5.14066743850708,15000,7
8,3.6196486949920654,15000,8
9,3.0641791820526123,15000,9
10,6.627431869506836,15000,10
11,4.8829874992370605,15000,11
0,5.201236724853516,16000,0
1,1.5933231115341187,16000,1
2,0.6649565696716309,16000,2
3,1.594795823097229,16000,3
4,0.684073805809021,16000,4
5,1.3290350437164307,16000,5
6,1.1775527000427246,16000,6
7,3.1263835430145264,16000,7
8,1.8966213464736938,16000,8
9,2.69254207611084,16000,9
10,14.331698417663574,16000,10
11,9.979039192199707,16000,11
0,4.2503204345703125,17000,0
1,1.7435208559036255,17000,1
2,0.8688192963600159,17000,2
3,0.5393642783164978,17000,3
4,0.8602828979492188,17000,4
5,1.6286532878875732,17000,5
6,0.7170097827911377,17000,6
7,0.4389840066432953,17000,7
8,8.322713851928711,17000,8
9,12.706001281738281,17000,9
10,1.5037176609039307,17000,10
11,8.193550109863281,17000,11
0,5.1437177658081055,18000,0
1,2.673994302749634,18000,1
2,1.3385518789291382,18000,2
3,3.6427550315856934,18000,3
4,1.6436408758163452,18000,4
5,0.6954483985900879,18000,5
6,0.908287763595581,18000,6
7,1.547537922859192,18000,7
8,1.6922575235366821,18000,8
9,2.4223532676696777,18000,9
10,2.3501644134521484,18000,10
11,2.3258910179138184,18000,11
0,4.827869415283203,19000,0
1,1.8608033657073975,19000,1
2,1.9740628004074097,19000,2
3,2.063236713409424,19000,3
4,0.6988639831542969,19000,4
5,1.1333459615707397,19000,5
6,1.1459627151489258,19000,6
7,1.5526230335235596,19000,7
8,1.7124568223953247,19000,8
9,2.5864927768707275,19000,9
10,1.2370903491973877,19000,10
11,1.1892623901367188,19000,11
0,5.6385321617126465,20000,0
1,1.5970920324325562,20000,1
2,0.6486795544624329,20000,2
3,1.3529279232025146,20000,3
4,1.2380261421203613,20000,4
5,0.338274747133255,20000,5
6,1.1047136783599854,20000,6
7,4.215495586395264,20000,7
8,1.9801905155181885,20000,8
9,4.658112525939941,20000,9
10,4.055395603179932,20000,10
11,59.666500091552734,20000,11
0,4.455441474914551,21000,0
1,1.4901610612869263,21000,1
2,1.1979252099990845,21000,2
3,1.658505916595459,21000,3
4,3.1151371002197266,21000,4
5,2.254849910736084,21000,5
6,18.83584976196289,21000,6
7,2.907332420349121,21000,7
8,2.9913995265960693,21000,8
9,176.15048217773438,21000,9
10,8.075691223144531,21000,10
11,3.068704605102539,21000,11
0,4.911280632019043,22000,0
1,3.7572476863861084,22000,1
2,2.75274920463562,22000,2
3,1.6859309673309326,22000,3
4,0.7818278670310974,22000,4
5,0.4136040508747101,22000,5
6,0.4695412516593933,22000,6
7,0.1913493573665619,22000,7
8,0.04351532459259033,22000,8
9,0.019171712920069695,22000,9
10,0.006687257904559374,22000,10
11,0.003971041180193424,22000,11
0,4.605195045471191,23000,0
1,1.9084075689315796,23000,1
2,0.8932589888572693,23000,2
3,1.1293383836746216,23000,3
4,0.9987867474555969,23000,4
5,2.3131103515625,23000,5
6,2.266296863555908,23000,6
7,1.5473836660385132,23000,7
8,3.7201085090637207,23000,8
9,5.625473976135254,23000,9
10,8.343754768371582,23000,10
11,9.265386581420898,23000,11
0,4.011035919189453,24000,0
1,1.4750128984451294,24000,1
2,1.0897053480148315,24000,2
3,1.8541207313537598,24000,3
4,0.9103788733482361,24000,4
5,3.3615200519561768,24000,5
6,2.5516302585601807,24000,6
7,6.601796627044678,24000,7
8,126.92835235595703,24000,8
9,20.11348533630371,24000,9
10,26.725746154785156,24000,10
11,121.89869689941406,24000,11
0,5.125484466552734,25000,0
1,1.4138482809066772,25000,1
2,0.8842880725860596,25000,2
3,8.494396209716797,25000,3
4,10.898675918579102,25000,4
5,41.09856414794922,25000,5
6,18989.2734375,25000,6
7,2167.10302734375,25000,7
8,490.1497497558594,25000,8
9,147.86819458007812,25000,9
10,26.994054794311523,25000,10
11,10.33251953125,25000,11
0,3.978060007095337,26000,0
1,2.3096442222595215,26000,1
2,1.0532344579696655,26000,2
3,1.9072966575622559,26000,3
4,0.6811803579330444,26000,4
5,0.48203369975090027,26000,5
6,0.4037989675998688,26000,6
7,3.7031517028808594,26000,7
8,1.299613118171692,26000,8
9,2.371720790863037,26000,9
10,2.0360500812530518,26000,10
11,1.9412057399749756,26000,11
0,4.522779941558838,27000,0
1,1.7459975481033325,27000,1
2,0.8752138018608093,27000,2
3,1.201425313949585,27000,3
4,0.5461318492889404,27000,4
5,0.45016419887542725,27000,5
6,1.254582166671753,27000,6
7,0.7647696137428284,27000,7
8,2.918379068374634,27000,8
9,6.455096244812012,27000,9
10,1.2763594388961792,27000,10
11,9.478200912475586,27000,11
0,4.106385707855225,28000,0
1,1.190749168395996,28000,1
2,0.9271072149276733,28000,2
3,0.3966388404369354,28000,3
4,1.5992493629455566,28000,4
5,0.8505170941352844,28000,5
6,2.2586886882781982,28000,6
7,0.0965893492102623,28000,7
8,0.9972259402275085,28000,8
9,1.4006580114364624,28000,9
10,0.12568533420562744,28000,10
11,0.1508786380290985,28000,11
0,4.763804912567139,29000,0
1,2.699045181274414,29000,1
2,1.6084601879119873,29000,2
3,2.1147046089172363,29000,3
4,1.40101957321167,29000,4
5,1.5295524597167969,29000,5
6,1.0223318338394165,29000,6
7,1.748417854309082,29000,7
8,1.601943850517273,29000,8
9,2.0508861541748047,29000,9
10,0.718008816242218,29000,10
11,15.866715431213379,29000,11
0,4.921746253967285,30000,0
1,3.0076839923858643,30000,1
2,1.4760642051696777,30000,2
3,1.277042269706726,30000,3
4,0.8410529494285583,30000,4
5,1.376834750175476,30000,5
6,1.6677882671356201,30000,6
7,0.20551364123821259,30000,7
8,0.25993284583091736,30000,8
9,1.585730791091919,30000,9
10,3.9173104763031006,30000,10
11,2.191490888595581,30000,11
0,4.844063758850098,31000,0
1,1.35865318775177,31000,1
2,1.502578616142273,31000,2
3,18.877405166625977,31000,3
4,1.6233481168746948,31000,4
5,6.347073554992676,31000,5
6,3.1044416427612305,31000,6
7,4.766835689544678,31000,7
8,9.631763458251953,31000,8
9,9.01790714263916,31000,9
10,4.712422847747803,31000,10
11,4.597497940063477,31000,11
0,5.884113311767578,32000,0
1,3.64149808883667,32000,1
2,2.8273813724517822,32000,2
3,32.271949768066406,32000,3
4,3.810657501220703,32000,4
5,9.129709243774414,32000,5
6,4.871691703796387,32000,6
7,3.583122730255127,32000,7
8,57.77967071533203,32000,8
9,15.3618745803833,32000,9
10,16.894933700561523,32000,10
11,5.577229976654053,32000,11
0,3.359105110168457,33000,0
1,2.9579548835754395,33000,1
2,1.911179542541504,33000,2
3,0.961113691329956,33000,3
4,0.9921189546585083,33000,4
5,0.7999541163444519,33000,5
6,8.158662796020508,33000,6
7,2.621528148651123,33000,7
8,10.832281112670898,33000,8
9,5.7439284324646,33000,9
10,3.07114315032959,33000,10
11,4.305752277374268,33000,11
0,3.941194534301758,34000,0
1,1.6368157863616943,34000,1
2,1.142823338508606,34000,2
3,0.6639756560325623,34000,3
4,1.3913005590438843,34000,4
5,0.9932166934013367,34000,5
6,0.8577659130096436,34000,6
7,1.3035261631011963,34000,7
8,0.19874152541160583,34000,8
9,0.9464431405067444,34000,9
10,1.9023935794830322,34000,10
11,1.624198079109192,34000,11
0,5.040510177612305,35000,0
1,2.0224645137786865,35000,1
2,0.9236947298049927,35000,2
3,0.45400333404541016,35000,3
4,0.6952650547027588,35000,4
5,7.5651960372924805,35000,5
6,0.5736619234085083,35000,6
7,1.332011103630066,35000,7
8,0.6669710278511047,35000,8
9,3.0490949153900146,35000,9
10,0.9479742646217346,35000,10
11,1.0733964443206787,35000,11
0,3.8881044387817383,36000,0
1,1.40164315700531,36000,1
2,0.4086315631866455,36000,2
3,0.6990571618080139,36000,3
4,0.3784123957157135,36000,4
5,1.1841965913772583,36000,5
6,5.710808277130127,36000,6
7,1.3934316635131836,36000,7
8,1.344984769821167,36000,8
9,1.7878073453903198,36000,9
10,10.835036277770996,36000,10
11,4.020136833190918,36000,11
0,4.986055850982666,37000,0
1,2.12833833694458,37000,1
2,1.43954598903656,37000,2
3,2.6281180381774902,37000,3
4,2.0513741970062256,37000,4
5,6.043365955352783,37000,5
6,1.9084807634353638,37000,6
7,6.034523963928223,37000,7
8,22.702980041503906,37000,8
9,8.855202674865723,37000,9
10,5.37837028503418,37000,10
11,6.8008599281311035,37000,11
0,3.9320850372314453,38000,0
1,1.1477758884429932,38000,1
2,0.9257474541664124,38000,2
3,1.0922415256500244,38000,3
4,1.4652022123336792,38000,4
5,2.0689191818237305,38000,5
6,4.013589382171631,38000,6
7,29.027454376220703,38000,7
8,14.532763481140137,38000,8
9,30.043283462524414,38000,9
10,38.808685302734375,38000,10
11,15.584941864013672,38000,11
0,5.186277866363525,39000,0
1,2.236607789993286,39000,1
2,2.06504225730896,39000,2
3,1.4026278257369995,39000,3
4,1.4483290910720825,39000,4
5,1.050819993019104,39000,5
6,0.7480815052986145,39000,6
7,1.8915013074874878,39000,7
8,6.310628414154053,39000,8
9,4.725301742553711,39000,9
10,3.9866068363189697,39000,10
11,16.381471633911133,39000,11
0,5.9619975090026855,40000,0
1,2.1036555767059326,40000,1
2,1.905522108078003,40000,2
3,63.59452438354492,40000,3
4,5.703694820404053,40000,4
5,152.96986389160156,40000,5
6,56.609107971191406,40000,6
7,10.276741981506348,40000,7
8,35.810699462890625,40000,8
9,39.17402648925781,40000,9
10,9.443209648132324,40000,10
11,10.515107154846191,40000,11
0,3.696397304534912,41000,0
1,2.532086133956909,41000,1
2,2.397213935852051,41000,2
3,2.227587938308716,41000,3
4,1.54900324344635,41000,4
5,7.6415510177612305,41000,5
6,13.500576972961426,41000,6
7,27.29571533203125,41000,7
8,34.609901428222656,41000,8
9,57.954586029052734,41000,9
10,58.92290496826172,41000,10
11,16.254837036132812,41000,11
0,4.546853065490723,42000,0
1,2.0660085678100586,42000,1
2,2.122558355331421,42000,2
3,1.0723745822906494,42000,3
4,1.216689944267273,42000,4
5,2.470956563949585,42000,5
6,13.525864601135254,42000,6
7,1.6706541776657104,42000,7
8,2.0052223205566406,42000,8
9,9.719050407409668,42000,9
10,4.264694690704346,42000,10
11,10.917476654052734,42000,11
0,4.001919269561768,43000,0
1,1.1468554735183716,43000,1
2,0.2945995032787323,43000,2
3,2.5294315814971924,43000,3
4,0.21141038835048676,43000,4
5,0.2069636583328247,43000,5
6,1.4144527912139893,43000,6
7,0.7000939846038818,43000,7
8,2.5020480155944824,43000,8
9,1.180281162261963,43000,9
10,1.2672929763793945,43000,10
11,1.6348674297332764,43000,11
0,4.114484786987305,44000,0
1,1.5393215417861938,44000,1
2,0.7169362902641296,44000,2
3,0.4423466622829437,44000,3
4,0.368182510137558,44000,4
5,1.0450705289840698,44000,5
6,0.555801272392273,44000,6
7,0.5227759480476379,44000,7
8,0.7242916226387024,44000,8
9,0.23335230350494385,44000,9
10,0.7356113195419312,44000,10
11,0.25261569023132324,44000,11
0,3.6242942810058594,45000,0
1,1.6211293935775757,45000,1
2,1.3040392398834229,45000,2
3,0.4927106201648712,45000,3
4,1.7176860570907593,45000,4
5,14.372824668884277,45000,5
6,1.533319354057312,45000,6
7,3.9424519538879395,45000,7
8,2.01330304145813,45000,8
9,3.230037212371826,45000,9
10,10.06063461303711,45000,10
11,58.58191680908203,45000,11
0,4.688856601715088,46000,0
1,1.8739162683486938,46000,1
2,1.3419349193572998,46000,2
3,0.7413934469223022,46000,3
4,0.4621199667453766,46000,4
5,0.21821635961532593,46000,5
6,0.5649113655090332,46000,6
7,0.13319337368011475,46000,7
8,2.634568214416504,46000,8
9,0.4825119972229004,46000,9
10,2.479031801223755,46000,10
11,0.1416270136833191,46000,11
0,3.8717172145843506,47000,0
1,2.2783925533294678,47000,1
2,0.9007129669189453,47000,2
3,0.38741520047187805,47000,3
4,0.6462915539741516,47000,4
5,0.23243100941181183,47000,5
6,0.15225838124752045,47000,6
7,1.2886803150177002,47000,7
8,1.2708256244659424,47000,8
9,2.5496556758880615,47000,9
10,2.0326004028320312,47000,10
11,1.978904366493225,47000,11
0,3.450692653656006,48000,0
1,2.2585508823394775,48000,1
2,1.9830838441848755,48000,2
3,7.548996925354004,48000,3
